Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-December-2016,169.85,172.75,168.35,169.50,169.672876044568245125,5744,176,974601.00,3169,55.17,4.40,-0.35
29-December-2016,169.45,169.45,166.50,168.30,167.205578635014836795,8425,115,1408707.00,7750,91.99,2.95,-1.15
28-December-2016,168.80,171.00,166.05,167.35,168.028145458020738758,20927,323,3516325.00,15117,72.24,4.95,-1.45
27-December-2016,171.60,176.00,167.00,167.60,170.289956353293119513,40782,188,6944765.00,6731,16.50,9.00,-4.00
26-December-2016,169.25,171.50,168.35,170.00,169.991470628697207318,7269,171,1235668.00,2218,30.51,3.15,0.75
23-December-2016,173.00,177.00,171.25,171.65,173.727653100038037276,7887,268,1370190.00,2270,28.78,5.75,-1.35
22-December-2016,175.10,175.90,170.25,172.80,173.999078714622641509,27136,204,4721639.00,18582,68.48,5.65,-2.30
21-December-2016,177.55,179.90,176.00,176.55,177.409667194928684627,15144,211,2686692.00,9097,60.07,3.90,-1.00
20-December-2016,182.00,182.00,177.10,177.70,179.881221719457013574,3536,65,636060.00,2103,59.47,4.90,-4.30
19-December-2016,182.85,186.50,180.00,181.45,182.809880542619963555,14817,318,2708694.00,5042,34.03,6.50,-1.40
16-December-2016,185.15,185.15,180.90,181.15,181.896005509641873278,1452,61,264113.00,902,62.12,4.25,-4.00
15-December-2016,180.50,187.00,178.00,184.55,183.747142442703800406,17235,213,3166882.00,10148,58.88,9.00,4.05
14-December-2016,179.95,184.00,179.60,180.25,181.397836242930907302,4067,200,737745.00,1900,46.72,4.40,0.30
13-December-2016,175.95,181.20,175.00,180.25,178.784734462410912713,26098,390,4665924.00,20267,77.66,6.20,4.30
12-December-2016,179.50,180.60,173.00,174.55,178.307571560480147737,32490,127,5793213.00,7242,22.29,7.60,-4.95
9-December-2016,180.30,181.00,178.30,179.85,179.414760061011380969,8523,146,1529152.00,6743,79.12,2.70,-0.45
8-December-2016,180.00,184.00,178.20,179.90,181.448365569505712023,8841,167,1604185.00,6961,78.74,5.80,-0.10
7-December-2016,181.90,184.00,177.70,178.00,180.070628768303186907,4644,87,836248.00,2897,62.38,6.30,-3.90
6-December-2016,183.25,183.25,180.00,180.20,181.899166203446359088,8995,99,1636183.00,7746,86.11,3.25,-3.05
