Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-December-2016,4.94,4.94,4.93,4.93,4.930751173708920187,25560,28,126030.00,25560,100.00,0.01,-0.01
29-December-2016,5.66,5.66,5.14,5.18,5.167196496454216037,44983,72,232436.00,44983,100.00,0.52,-0.48
28-December-2016,5.65,5.70,5.37,5.41,5.449259829861343693,44787,61,244056.00,44787,100.00,0.33,-0.24
27-December-2016,5.52,5.65,5.52,5.65,5.606666666666666666,1200,3,6728.00,1200,100.00,0.13,0.13
26-December-2016,5.75,5.80,5.75,5.76,5.759166666666666666,1200,3,6911.00,1200,100.00,0.05,0.01
23-December-2016,5.95,6.09,5.95,6.03,6.040658276863504356,5165,9,31200.00,5165,100.00,0.14,0.08
22-December-2016,5.95,6.29,5.85,6.16,6.099371998522349464,10828,31,66044.00,10828,100.00,0.44,0.21
21-December-2016,6.25,6.60,6.11,6.11,6.442181545573811457,16007,21,103120.00,14005,87.49,0.49,-0.14
20-December-2016,6.44,6.44,6.00,6.00,6.008482758620689655,14500,29,87123.00,14498,99.99,0.44,-0.44
19-December-2016,6.11,6.29,6.06,6.15,6.082874665827960371,6359,12,38681.00,5357,84.24,0.23,0.04
16-December-2016,6.00,6.20,6.00,6.06,6.099870538191233586,5407,28,32982.00,4458,82.45,0.20,0.06
15-December-2016,5.69,6.05,5.31,5.85,5.815386069369624799,52905,85,307663.00,43731,82.66,0.74,0.16
14-December-2016,5.30,5.50,5.30,5.50,5.406818181818181818,440,4,2379.00,440,100.00,0.20,0.20
13-December-2016,5.30,5.37,5.30,5.36,5.349019607843137254,510,5,2728.00,500,98.04,0.07,0.06
12-December-2016,5.00,5.15,5.00,5.00,5.002493765586034912,401,6,2006.00,400,99.75,0.15,0.00
9-December-2016,5.20,5.48,5.10,5.48,5.225847152126892573,5548,8,28993.00,5518,99.46,0.38,0.28
8-December-2016,5.38,5.44,4.81,5.34,5.355873261205564142,12940,19,69305.00,12110,93.59,0.63,-0.04
7-December-2016,5.15,5.15,5.00,5.00,5.095238095238095238,3150,7,16050.00,3150,100.00,0.15,-0.15
6-December-2016,5.00,5.15,4.83,5.15,4.944444444444444444,1800,4,8900.00,1100,61.11,0.32,0.15
5-December-2016,4.83,4.83,4.83,4.83,4.828000000000000000,250,1,1207.00,250,100.00,0.00,0.00
2-December-2016,5.02,5.15,4.92,5.15,5.020571636628436191,5493,29,27578.00,4793,87.26,0.23,0.13
1-December-2016,5.20,5.24,4.92,5.22,5.206967741935483870,7750,8,40354.00,7700,99.35,0.32,0.02
30-November-2016,5.35,5.35,5.00,5.03,5.051471745631984889,6353,12,32092.00,6153,96.85,0.35,-0.32
29-November-2016,5.30,5.30,5.00,5.24,5.156673114119922630,1551,7,7998.00,1301,83.88,0.30,-0.06
28-November-2016,4.85,5.30,4.85,5.13,5.077000000000000000,1000,5,5077.00,501,50.10,0.45,0.28
