Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-December-2016,16.65,17.30,16.65,16.75,16.862654622982562750,97091,419,1637212.00,43548,44.85,0.65,0.10
29-December-2016,16.25,17.80,15.95,16.75,16.980105577020542760,303854,1755,5159473.00,115462,38.00,1.85,0.50
28-December-2016,16.05,16.45,15.80,16.05,16.021121471121471121,154440,841,2474302.00,51477,33.33,0.65,0.00
27-December-2016,15.25,16.15,15.10,15.85,15.760650387551722128,137272,847,2163496.00,43462,31.66,1.05,0.60
26-December-2016,16.05,16.60,15.00,15.40,15.592853045135740326,162111,1123,2527773.00,76425,47.14,1.60,-0.65
23-December-2016,17.30,17.30,16.00,16.35,16.497878202683919851,162598,953,2682522.00,54003,33.21,1.30,-0.95
22-December-2016,16.80,17.85,16.60,17.20,17.305791277662386991,331723,1692,5740729.00,108056,32.57,1.25,0.40
21-December-2016,15.15,17.25,15.00,16.65,16.558227675626057772,278888,1932,4617891.00,77518,27.80,2.25,1.50
20-December-2016,15.45,15.80,15.00,15.15,15.336265969174898942,46261,281,709471.00,21507,46.49,0.80,-0.30
19-December-2016,15.90,15.95,15.40,15.50,15.644908229721728833,47292,277,739879.00,25492,53.90,0.55,-0.40
16-December-2016,16.10,16.10,15.75,15.95,15.928442608645063703,34378,169,547588.00,23851,69.38,0.35,-0.15
15-December-2016,16.05,16.20,15.80,16.10,16.037295200399309964,114197,561,1831411.00,34379,30.10,0.40,0.05
14-December-2016,16.45,16.70,16.10,16.10,16.267621485633579026,45314,358,737151.00,26067,57.53,0.60,-0.35
13-December-2016,16.40,16.75,16.25,16.50,16.528118122881103907,67252,437,1111549.00,30700,45.65,0.50,0.10
12-December-2016,16.70,16.85,16.25,16.40,16.631180676199385273,119728,546,1991218.00,62677,52.35,0.60,-0.30
9-December-2016,16.95,17.25,16.40,16.65,16.850316104643022541,92849,753,1564535.00,44432,47.85,0.85,-0.30
8-December-2016,17.00,17.05,16.55,16.70,16.815542696148162470,72407,566,1217563.00,32057,44.27,0.50,-0.30
7-December-2016,17.05,17.45,16.55,16.75,16.998685970114541543,85995,607,1461802.00,45852,53.32,0.90,-0.30
6-December-2016,17.40,17.60,17.05,17.15,17.309106128127136827,84822,833,1468193.00,29004,34.19,0.55,-0.25
5-December-2016,17.25,17.65,16.90,17.10,17.084197428452924097,53042,392,906180.00,23825,44.92,0.75,-0.15
2-December-2016,17.70,17.70,16.80,17.00,17.197819784056781219,96229,816,1654929.00,32260,33.52,0.90,-0.70
1-December-2016,17.40,18.50,17.40,17.70,17.910711651010672306,162664,1318,2913428.00,60934,37.46,1.10,0.30
30-November-2016,17.10,18.00,16.75,17.70,17.471993149858342288,174011,1293,3040319.00,73397,42.18,1.25,0.60
29-November-2016,18.00,18.00,16.90,17.15,17.367081309524457039,183853,1288,3192990.00,75065,40.83,1.10,-0.85
28-November-2016,17.55,18.20,17.25,17.80,17.783689572512984418,100120,949,1780503.00,33972,33.93,0.95,0.25
25-November-2016,18.25,18.50,17.00,17.50,17.614072262478957852,220391,1604,3881983.00,93736,42.53,1.50,-0.75
24-November-2016,16.85,18.75,16.30,17.85,17.762624299668534217,545456,2785,9688730.00,197722,36.25,2.45,1.00
23-November-2016,13.60,16.25,13.55,16.25,15.737578607581736121,412333,1982,6489123.00,171349,41.56,2.70,2.65
22-November-2016,13.30,13.75,13.05,13.55,13.491893069430180811,96399,569,1300605.00,42440,44.03,0.70,0.25
21-November-2016,13.50,13.90,13.10,13.25,13.453815343746460600,97121,838,1306648.00,41859,43.10,0.80,-0.25
18-November-2016,13.00,13.60,12.70,13.40,13.292849876722012448,115998,646,1541944.00,62382,53.78,0.90,0.40
17-November-2016,13.95,13.95,12.60,13.05,13.206756699666248891,71011,809,937825.00,28975,40.80,1.35,-0.90
16-November-2016,14.05,14.40,13.50,13.65,13.840202061402820701,63743,533,882216.00,19774,31.02,0.90,-0.40
15-November-2016,14.90,14.90,13.80,13.90,14.128241154681313066,86119,650,1216710.00,41128,47.76,1.10,-1.00
11-November-2016,15.40,15.70,14.85,14.95,15.094114758123925677,122170,871,1844048.00,63653,52.10,0.85,-0.45
10-November-2016,15.75,16.25,15.50,15.85,15.902194765863487735,82879,744,1317958.00,36336,43.84,0.75,0.10
9-November-2016,14.05,15.45,13.70,15.10,14.617640533456042466,121697,1022,1778923.00,52502,43.14,1.75,1.05
8-November-2016,16.65,16.90,16.20,16.60,16.438983994243901114,73661,616,1210912.00,30321,41.16,0.70,-0.05
7-November-2016,16.50,17.40,16.30,16.50,16.747134835396919134,99907,688,1673156.00,38870,38.91,1.10,0.00
4-November-2016,17.00,17.20,16.00,16.25,16.518820561176380641,196195,1164,3240910.00,81123,41.35,1.20,-0.75
3-November-2016,17.25,17.60,16.75,16.80,17.089089875445759470,96745,822,1653284.00,41191,42.58,0.85,-0.45
2-November-2016,17.75,17.75,16.80,17.10,17.372955314569245115,170503,1038,2962141.00,77442,45.42,0.95,-0.65
1-November-2016,18.35,18.55,17.95,18.00,18.157299292910331018,79905,575,1450859.00,38006,47.56,0.60,-0.35
30-October-2016,18.45,18.55,18.15,18.35,18.349408983451536643,35955,365,659753.00,16353,45.48,0.40,-0.10
28-October-2016,18.50,18.90,17.90,18.00,18.295059027889471483,124348,1044,2274954.00,52246,42.02,1.00,-0.50
27-October-2016,18.85,18.85,18.00,18.25,18.477940452256939415,172601,982,3189311.00,81756,47.37,0.85,-0.60
26-October-2016,18.55,19.65,18.35,18.85,19.074193989304447367,234116,1472,4465574.00,80387,34.34,1.30,0.30
25-October-2016,19.15,20.10,18.10,18.60,18.938830221641467762,281626,1685,5333667.00,88707,31.50,2.00,-0.55
24-October-2016,20.90,20.90,18.80,19.10,19.494154241366770092,387717,1555,7558215.00,181069,46.70,2.10,-1.80
21-October-2016,17.80,19.30,17.60,19.30,19.021353639581027859,866597,2738,16483848.00,245701,28.35,1.70,1.50
20-October-2016,18.15,18.25,17.20,17.55,17.575428560018370423,200322,975,3520745.00,107444,53.64,1.05,-0.60
19-October-2016,18.60,19.00,17.60,17.90,18.223885651762376581,345471,2082,6295824.00,146987,42.55,1.40,-0.70
18-October-2016,17.00,18.40,16.75,18.30,17.785588084232152028,486750,1854,8657135.00,144725,29.73,1.65,1.30
17-October-2016,18.30,18.30,16.40,16.75,16.877118870648628415,392721,2085,6627999.00,169709,43.21,1.90,-1.55
14-October-2016,19.40,19.95,18.10,18.15,18.850152296583945148,412025,2301,7766734.00,191773,46.54,1.85,-1.25
13-October-2016,20.25,20.40,18.65,19.30,19.309715031518748781,369304,1719,7131155.00,154848,41.93,1.75,-0.95
10-October-2016,20.80,20.95,19.45,20.00,19.977598597803444098,426759,2304,8525620.00,124440,29.16,1.50,-0.80
