Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-December-2016,64.25,66.90,63.60,64.80,64.675872093023255813,2752,46,177988.00,1005,36.52,3.30,0.55
29-December-2016,63.50,63.50,62.10,63.25,63.066971080669710806,657,19,41435.00,611,93.00,1.40,-0.25
28-December-2016,65.00,65.00,62.95,63.30,63.508143322475570032,921,15,58491.00,779,84.58,2.05,-1.70
27-December-2016,63.00,64.00,61.20,63.65,63.263487475915221579,2076,21,131335.00,1713,82.51,2.80,0.65
26-December-2016,66.50,66.50,62.15,63.00,65.536260072242289524,3599,48,235865.00,473,13.14,4.35,-3.50
23-December-2016,65.30,67.40,64.50,65.00,65.418379898084695132,5691,65,372296.00,2057,36.14,2.90,-0.30
22-December-2016,68.30,68.30,67.10,67.10,67.795674445076835515,1757,13,119117.00,1607,91.46,1.20,-1.20
21-December-2016,69.80,69.80,67.65,67.65,67.792941176470588235,425,7,28812.00,400,94.12,2.15,-2.15
20-December-2016,69.20,70.50,67.70,67.90,68.858303249097472924,3324,54,228885.00,2030,61.07,2.80,-1.30
19-December-2016,68.00,70.00,67.25,69.60,67.575000000000000000,120,5,8109.00,105,87.50,2.75,1.60
16-December-2016,68.25,70.25,68.25,68.80,69.045241809672386895,17307,43,1194966.00,17012,98.30,2.00,0.55
15-December-2016,68.10,69.00,68.00,68.50,68.687276626161543959,2798,45,192187.00,2442,87.28,1.00,0.40
14-December-2016,68.20,69.00,66.45,67.45,67.543917761279268989,8755,94,591347.00,6019,68.75,2.55,-0.75
13-December-2016,70.00,71.55,68.75,68.90,69.489159376188664891,2629,23,182687.00,1994,75.85,2.80,-1.10
12-December-2016,69.00,71.00,69.00,69.80,69.977272727272727272,1320,17,92370.00,1134,85.91,2.00,0.80
9-December-2016,70.10,70.10,68.00,68.95,68.981658692185007974,5016,17,346012.00,3070,61.20,2.10,-1.15
8-December-2016,70.50,73.20,68.50,68.55,70.729706972044459413,5938,43,419993.00,2882,48.53,4.70,-1.95
7-December-2016,69.10,70.60,69.00,69.95,69.365470548408937034,7385,63,512264.00,5899,79.88,1.60,0.85
6-December-2016,70.00,70.50,65.00,68.30,68.702137335152341973,4398,94,302152.00,2916,66.30,5.50,-1.70
5-December-2016,65.20,68.80,65.10,66.80,67.123333996419335587,15081,187,1012287.00,8665,57.46,3.70,1.60
2-December-2016,67.25,67.30,62.10,63.60,64.384486513653878371,5969,58,384311.00,1950,32.67,5.20,-3.65
1-December-2016,63.35,66.45,62.50,64.95,65.360380037130064431,9157,109,598505.00,3770,41.17,3.95,1.60
30-November-2016,63.50,63.60,62.10,62.35,63.149915397631133671,2955,27,186608.00,2263,76.58,1.50,-1.15
