Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-December-2016,179.00,189.95,175.00,177.00,178.868852459016393442,427,17,76377.00,355,83.14,14.95,-2.00
29-December-2016,187.00,187.00,185.00,185.00,185.181818181818181818,165,4,30555.00,165,100.00,2.00,-2.00
23-December-2016,198.50,198.50,180.00,180.00,189.250000000000000000,400,4,75700.00,0,0.00,18.50,-18.50
21-December-2016,184.00,184.00,184.00,184.00,184.000000000000000000,25,2,4600.00,25,100.00,0.00,0.00
20-December-2016,198.00,199.90,180.95,184.20,190.990848078096400244,1639,34,313034.00,1375,83.89,18.95,-13.80
16-December-2016,195.05,195.15,195.05,195.15,195.100000000000000000,60,2,11706.00,30,50.00,0.10,0.10
15-December-2016,209.95,218.40,191.05,197.25,209.873239436619718309,426,11,89406.00,356,83.57,27.35,-12.70
14-December-2016,200.00,200.00,195.00,195.00,199.629629629629629629,27,2,5390.00,27,100.00,5.00,-5.00
12-December-2016,210.00,210.00,210.00,210.00,210.000000000000000000,10,3,2100.00,7,70.00,0.00,0.00
8-December-2016,192.50,219.00,192.50,204.60,208.879533138807836598,2399,29,501102.00,530,22.09,26.50,12.10
7-December-2016,210.00,210.00,203.70,203.70,207.750000000000000000,28,3,5817.00,28,100.00,6.30,-6.30
6-December-2016,210.00,218.00,210.00,218.00,210.444444444444444444,18,6,3788.00,18,100.00,8.00,8.00
5-December-2016,189.80,218.80,189.80,206.00,204.818181818181818181,550,6,112650.00,50,9.09,29.00,16.20
1-December-2016,207.00,207.00,198.00,198.00,198.532110091743119266,109,4,21640.00,109,100.00,9.00,-9.00
30-November-2016,212.60,219.00,210.00,210.00,210.285714285714285714,105,5,22080.00,102,97.14,9.00,-2.60
29-November-2016,210.00,212.00,210.00,212.00,210.662576687116564417,163,3,34338.00,134,82.21,2.00,2.00
28-November-2016,202.00,209.60,202.00,209.00,208.448275862068965517,29,5,6045.00,25,86.21,7.60,7.00
25-November-2016,215.00,224.00,200.05,219.75,215.787815126050420168,476,22,102715.00,236,49.58,23.95,4.75
23-November-2016,193.60,200.00,193.60,195.85,195.800000000000000000,20,4,3916.00,20,100.00,6.40,2.25
22-November-2016,199.90,199.90,193.00,193.00,195.300000000000000000,30,4,5859.00,30,100.00,6.90,-6.90
21-November-2016,199.00,199.00,193.00,193.00,196.000000000000000000,30,2,5880.00,15,50.00,6.00,-6.00
18-November-2016,185.00,185.00,180.05,180.05,183.000000000000000000,30,4,5490.00,30,100.00,4.95,-4.95
17-November-2016,182.25,199.95,182.25,185.00,192.433333333333333333,30,5,5773.00,26,86.67,17.70,2.75
16-November-2016,186.00,198.00,181.55,198.00,184.350000000000000000,120,4,22122.00,115,95.83,16.45,12.00
15-November-2016,210.00,210.00,190.05,196.00,201.515306122448979591,196,6,39497.00,191,97.45,19.95,-14.00
11-November-2016,210.00,210.00,210.00,210.00,210.000000000000000000,50,2,10500.00,50,100.00,0.00,0.00
10-November-2016,215.00,215.00,210.05,210.05,210.290000000000000000,100,3,21029.00,100,100.00,4.95,-4.95
8-November-2016,225.00,225.00,222.00,222.10,224.101010101010101010,99,5,22186.00,98,98.99,3.00,-2.90
7-November-2016,238.00,238.00,238.00,238.00,238.000000000000000000,9,2,2142.00,9,100.00,0.00,0.00
4-November-2016,222.05,231.00,222.00,228.00,225.784232365145228215,241,6,54414.00,141,58.51,9.00,5.95
3-November-2016,228.00,228.00,228.00,228.00,228.000000000000000000,136,3,31008.00,136,100.00,0.00,0.00
2-November-2016,224.00,232.00,224.00,231.55,229.357723577235772357,246,10,56422.00,226,91.87,8.00,7.55
1-November-2016,225.00,225.00,225.00,225.00,225.000000000000000000,20,1,4500.00,20,100.00,0.00,0.00
30-October-2016,228.00,228.00,228.00,228.00,228.000000000000000000,64,2,14592.00,64,100.00,0.00,0.00
28-October-2016,225.00,226.85,223.00,223.00,223.904761904761904761,63,6,14106.00,39,61.90,3.85,-2.00
27-October-2016,230.00,236.00,220.50,223.00,228.148076923076923076,520,6,118637.00,20,3.85,15.50,-7.00
26-October-2016,234.00,234.00,225.25,226.25,229.150000000000000000,80,7,18332.00,80,100.00,8.75,-7.75
25-October-2016,228.00,228.00,225.25,226.45,226.530864197530864197,81,7,18349.00,81,100.00,2.75,-1.55
24-October-2016,236.00,239.50,232.60,235.60,236.044000000000000000,1000,11,236044.00,186,18.60,6.90,-0.40
21-October-2016,240.00,240.00,227.00,233.50,233.500000000000000000,350,3,81725.00,0,0.00,13.00,-6.50
20-October-2016,249.00,249.00,233.50,236.05,240.367924528301886792,636,17,152874.00,84,13.21,15.50,-12.95
19-October-2016,244.00,244.00,244.00,244.00,244.000000000000000000,32,4,7808.00,25,78.12,0.00,0.00
18-October-2016,237.00,237.00,232.05,237.00,234.113636363636363636,176,8,41204.00,140,79.55,4.95,0.00
17-October-2016,240.00,240.00,232.00,232.65,239.100436681222707423,229,9,54754.00,228,99.56,8.00,-7.35
14-October-2016,230.00,246.95,227.50,238.90,237.933333333333333333,90,10,21414.00,65,72.22,19.45,8.90
13-October-2016,239.05,249.80,237.50,237.50,238.868852459016393442,61,6,14571.00,31,50.82,12.30,-1.55
10-October-2016,257.00,257.00,250.00,250.00,251.206896551724137931,29,4,7285.00,24,82.76,7.00,-7.00
7-October-2016,270.00,278.05,251.65,252.55,258.058415841584158415,1010,49,260639.00,487,48.22,26.40,-17.45
6-October-2016,251.00,264.85,251.00,264.85,264.298203011170471102,2059,67,544190.00,977,47.45,13.85,13.85
5-October-2016,221.00,240.80,220.00,240.80,236.733466933867735470,998,48,236260.00,593,59.42,20.80,19.80
4-October-2016,233.00,233.00,209.50,218.95,215.670588235294117647,85,10,18332.00,57,67.06,23.50,-14.05
3-October-2016,224.00,224.00,212.40,218.40,217.953917050691244239,434,30,94592.00,226,52.07,11.60,-5.60
30-September-2016,224.45,224.45,198.10,206.60,204.852589641434262948,502,30,102836.00,237,47.21,26.35,-17.85
29-September-2016,240.00,240.00,202.05,208.00,207.133056133056133056,962,50,199262.00,641,66.63,37.95,-32.00
28-September-2016,229.90,229.90,222.00,224.50,224.054455445544554455,202,26,45259.00,167,82.67,7.90,-5.40
27-September-2016,248.00,248.00,220.00,220.50,225.854651162790697674,172,38,38847.00,141,81.98,28.00,-27.50
26-September-2016,232.55,239.00,230.25,230.55,231.865889212827988338,343,19,79530.00,200,58.31,8.75,-2.00
23-September-2016,247.00,248.00,231.15,233.30,238.069930069930069930,858,38,204264.00,423,49.30,16.85,-13.70
22-September-2016,262.00,262.95,249.20,249.65,253.409691629955947136,454,11,115048.00,268,59.03,13.75,-12.35
21-September-2016,268.80,268.85,251.30,251.60,257.570446735395189003,291,30,74953.00,146,50.17,17.55,-17.20
20-September-2016,245.00,276.00,245.00,257.80,259.759615384615384615,104,11,27015.00,61,58.65,31.00,12.80
19-September-2016,250.00,290.50,243.50,267.60,275.428642343013154628,4029,247,1109702.00,746,18.52,47.00,17.60
16-September-2016,279.25,287.00,262.00,268.95,271.460790273556231003,1645,48,446553.00,794,48.27,25.00,-10.30
15-September-2016,298.00,298.00,265.00,279.25,275.849099612491452017,4387,177,1210150.00,1170,26.67,33.00,-18.75
