Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-December-2016,6800.00,6857.50,6720.00,6743.05,6784.920863309352517985,278,104,1886208.00,217,78.06,137.50,-56.95
29-December-2016,6700.00,6778.00,6686.00,6723.50,6714.747252747252747252,182,65,1222084.00,140,76.92,92.00,23.50
28-December-2016,6727.00,6829.95,6635.00,6659.70,6734.536544850498338870,602,179,4054191.00,444,73.75,194.95,-67.30
27-December-2016,6605.00,6820.00,6600.00,6772.00,6727.700581395348837209,688,177,4628658.00,517,75.15,220.00,167.00
26-December-2016,6969.00,7050.00,6696.00,6706.50,6752.681715575620767494,443,92,2991438.00,253,57.11,354.00,-262.50
23-December-2016,6700.00,6948.00,6700.00,6827.15,6816.469933184855233853,449,184,3060595.00,296,65.92,248.00,127.15
22-December-2016,6820.00,6899.00,6770.00,6794.50,6805.252659574468085106,376,143,2558775.00,337,89.63,129.00,-25.50
21-December-2016,6825.00,6930.00,6787.00,6866.75,6838.409893992932862190,566,205,3870540.00,327,57.77,143.00,41.75
20-December-2016,7261.00,7261.00,6825.00,6896.70,6957.003658536585365853,820,167,5704743.00,356,43.41,436.00,-364.30
19-December-2016,7021.00,7070.00,6825.00,6918.35,6886.646953405017921146,558,151,3842749.00,429,76.88,245.00,-102.65
16-December-2016,6955.00,7099.00,6900.00,6910.70,6980.600950118764845605,842,168,5877666.00,562,66.75,199.00,-44.30
15-December-2016,7000.00,7180.00,6990.00,7012.10,7048.030701754385964912,456,138,3213902.00,367,80.48,190.00,12.10
14-December-2016,7250.00,7250.00,7020.00,7047.45,7096.660984848484848484,528,153,3747037.00,409,77.46,230.00,-202.55
13-December-2016,7200.00,7200.00,7030.00,7062.70,7085.966135458167330677,502,170,3557155.00,376,74.90,170.00,-137.30
12-December-2016,7100.00,7496.00,7000.00,7173.65,7283.820138888888888888,1440,488,10488701.00,652,45.28,496.00,73.65
9-December-2016,7235.00,7300.00,7138.00,7143.55,7205.736842105263157894,608,160,4381088.00,397,65.30,162.00,-91.45
8-December-2016,7125.00,7255.00,6800.00,7095.40,7107.754079254079254079,1716,340,12196906.00,1054,61.42,455.00,-29.60
7-December-2016,7150.00,7277.80,7050.10,7066.65,7116.100686498855835240,437,160,3109736.00,352,80.55,227.70,-83.35
6-December-2016,6965.00,7424.85,6965.00,7218.30,7277.072098053352559480,1387,324,10093299.00,771,55.59,459.85,253.30
5-December-2016,7150.00,7200.00,6942.05,7079.80,7085.390663390663390663,1221,274,8651262.00,876,71.74,257.95,-70.20
2-December-2016,7516.00,7516.00,7201.00,7226.75,7326.544277360066833751,2394,450,17539747.00,2143,89.52,315.00,-289.25
1-December-2016,7800.00,7869.80,7301.00,7515.90,7598.955404849979449239,4866,1056,36976517.00,2995,61.55,568.80,-284.10
30-November-2016,7450.00,7591.90,7300.00,7591.90,7479.821673525377229080,2187,274,16358370.00,1695,77.50,291.90,141.90
29-November-2016,7230.40,7230.40,7230.40,7230.40,7230.399538106235565819,433,65,3130763.00,433,100.00,0.00,0.00
28-November-2016,6886.10,6886.10,6886.10,6886.10,6886.098468271334792122,457,64,3146947.00,457,100.00,0.00,0.00
25-November-2016,6469.00,6558.20,6315.00,6558.20,6498.363281250000000000,3328,459,21626553.00,2167,65.11,243.20,89.20
24-November-2016,5780.00,6245.95,5780.00,6245.95,6163.554983202687569988,4465,619,27520273.00,2695,60.36,465.95,465.95
23-November-2016,5666.00,5948.55,5601.00,5948.55,5892.119069985908877407,4258,465,25088643.00,3316,77.88,347.55,282.55
22-November-2016,5658.00,5838.00,5418.65,5665.30,5558.925229558373414954,4574,544,25426524.00,1595,34.87,419.35,7.30
21-November-2016,5730.00,6090.00,5703.80,5703.80,5776.864959839357429718,1992,363,11507515.00,1129,56.68,386.20,-26.20
18-November-2016,6189.00,6200.00,6003.95,6003.95,6021.985084980922650017,2883,381,17361383.00,1420,49.25,196.05,-185.05
17-November-2016,6326.00,6496.00,6319.90,6319.90,6355.277482269503546099,1128,310,7168753.00,898,79.61,176.10,-6.10
16-November-2016,6715.00,6979.00,6652.50,6652.50,6675.923049132947976878,2768,454,18478955.00,1390,50.22,326.50,-62.50
15-November-2016,7111.00,7195.00,7002.60,7002.60,7021.118095238095238095,525,146,3686087.00,504,96.00,192.40,-108.40
11-November-2016,7602.85,7894.90,7370.15,7371.15,7481.564176245210727969,1044,282,7810753.00,822,78.74,524.75,-231.70
10-November-2016,7939.90,7939.90,7427.25,7758.05,7788.765544041450777202,772,202,6012927.00,557,72.15,512.65,-181.85
9-November-2016,7436.15,7800.00,7436.15,7578.85,7494.790669371196754563,2465,487,18474659.00,1496,60.69,363.85,142.70
8-November-2016,7775.00,7897.60,7400.00,7827.50,7676.580682475419317524,1729,340,13272808.00,1119,64.72,497.60,52.50
7-November-2016,7800.00,7988.60,7500.00,7712.95,7816.948351648351648351,910,283,7113423.00,611,67.14,488.60,-87.05
4-November-2016,7900.00,8000.00,7500.00,7750.90,7708.793885601577909270,1014,352,7816717.00,653,64.40,500.00,-149.10
3-November-2016,8210.00,8300.00,7800.00,7857.05,8110.399756986634264884,1646,380,13349718.00,1277,77.58,500.00,-352.95
2-November-2016,8350.00,8355.55,8100.00,8178.95,8280.900644936377897856,5737,867,47507527.00,2873,50.08,255.55,-171.05
1-November-2016,7957.70,7957.70,7801.00,7957.70,7956.436823104693140794,277,49,2203933.00,274,98.92,156.70,0.00
30-October-2016,7578.80,7578.80,7578.80,7578.80,7578.785714285714285714,56,7,424412.00,56,100.00,0.00,0.00
28-October-2016,7225.00,7578.80,7199.90,7578.80,7392.860563924295094631,2589,472,19140116.00,1556,60.10,378.90,353.80
27-October-2016,7817.00,7817.00,7578.80,7578.80,7619.470694319206492335,2218,375,16899986.00,1655,74.62,238.20,-238.20
26-October-2016,8170.00,8300.00,7970.70,7977.65,8118.845180985608373310,4586,786,37233024.00,3002,65.46,329.30,-192.35
25-October-2016,8702.60,8702.60,8333.00,8390.20,8515.167228724459432652,5041,1004,42924958.00,2945,58.42,369.60,-312.40
24-October-2016,8702.60,8702.60,8600.00,8702.60,8694.392569382273948075,2234,304,19423273.00,1953,87.42,102.60,0.00
21-October-2016,7950.00,8443.10,7950.00,8443.10,8283.342347943218319345,9651,1601,79942537.00,5756,59.64,493.10,493.10
20-October-2016,7000.00,7796.55,7000.00,7675.55,7548.277888116517709367,6042,1141,45606695.00,4048,67.00,796.55,675.55
19-October-2016,7250.00,7299.00,7011.05,7087.80,7185.558656330749354005,1935,369,13904056.00,1273,65.79,287.95,-162.20
18-October-2016,7100.00,7310.00,7100.00,7184.65,7225.863241106719367588,3795,734,27422151.00,2613,68.85,210.00,84.65
17-October-2016,6800.00,7139.95,6800.00,7000.80,6996.395558998192615543,3873,905,27097040.00,2318,59.85,339.95,200.80
14-October-2016,6400.00,6797.00,6350.00,6712.20,6653.761558784676354029,3028,635,20147590.00,2028,66.97,447.00,312.20
13-October-2016,6349.95,6500.00,6290.00,6439.80,6400.492922564529558701,2402,417,15373984.00,1670,69.53,210.00,89.85
10-October-2016,6290.00,6425.00,6214.35,6339.15,6324.310323762981062919,1637,297,10352896.00,1259,76.91,210.65,49.15
7-October-2016,6614.95,6614.95,6115.05,6192.70,6210.894082840236686390,1690,378,10496411.00,1076,63.67,499.90,-422.25
6-October-2016,6410.00,6789.00,6300.00,6359.70,6497.945269741985926505,2558,652,16621744.00,1492,58.33,489.00,-50.30
5-October-2016,6699.45,6950.00,6050.00,6412.65,6538.357487171512983983,6431,1431,42048177.00,3290,51.16,900.00,-286.80
5-October-2016,6699.45,6950.00,6050.00,6412.65,6538.357487171512983983,6431,1431,42048177.00,3290,51.16,900.00,-286.80
4-October-2016,6300.00,6719.00,6280.00,6612.60,6570.882825886384605245,7587,1492,49853288.00,4329,57.06,439.00,312.60
3-October-2016,5494.00,6345.00,5494.00,6114.20,6083.876938853993077810,7801,1676,47460324.00,4072,52.20,851.00,620.20
30-September-2016,5110.00,5498.50,5109.00,5439.15,5400.485434873075322513,4806,857,25954733.00,3259,67.81,389.50,329.15
29-September-2016,4415.20,5295.70,4351.35,5109.00,5058.413799470671508586,16247,1840,82184049.00,8999,55.39,944.35,693.80
28-September-2016,4390.00,4444.00,4365.20,4413.10,4413.889848812095032397,1389,171,6130893.00,1208,86.97,78.80,23.10
27-September-2016,4340.00,4425.00,4330.00,4340.65,4374.466192170818505338,562,112,2458450.00,514,91.46,95.00,0.65
26-September-2016,4415.00,4459.95,4321.00,4360.05,4393.741138560687432867,931,150,4090573.00,650,69.82,138.95,-54.95
23-September-2016,4398.95,4450.00,4200.00,4347.60,4320.456066945606694560,1434,202,6195534.00,1052,73.36,250.00,-51.35
22-September-2016,4444.00,4444.00,4350.65,4379.95,4380.266461538461538461,1625,77,7117933.00,1524,93.78,93.35,-64.05
21-September-2016,4378.00,4435.00,4280.25,4369.20,4375.194096601073345259,1118,138,4891467.00,889,79.52,154.75,-8.80
20-September-2016,4268.10,4359.00,4268.10,4289.85,4301.427377220480668756,957,96,4116466.00,880,91.95,90.90,21.75
19-September-2016,4300.00,4425.00,4285.00,4335.45,4330.661283970066955494,2539,143,10995549.00,2366,93.19,140.00,35.45
16-September-2016,4370.00,4390.00,4265.00,4292.20,4322.621414913957934990,1046,157,4521462.00,888,84.89,125.00,-77.80
15-September-2016,4336.00,4370.00,4260.10,4278.10,4312.655586334256694367,1083,184,4670606.00,900,83.10,109.90,-57.90
14-September-2016,4449.75,4449.75,4341.00,4356.05,4388.793843283582089552,1072,203,4704787.00,760,70.90,108.75,-93.70
12-September-2016,4311.00,4400.00,4311.00,4327.30,4349.318518518518518518,810,105,3522948.00,709,87.53,89.00,16.30
9-September-2016,4350.00,4448.00,4350.00,4425.20,4398.030848329048843187,389,72,1710834.00,320,82.26,98.00,75.20
8-September-2016,4489.80,4489.80,4290.00,4334.75,4340.211956521739130434,920,192,3992995.00,683,74.24,199.80,-155.05
7-September-2016,4385.10,4496.95,4385.10,4422.50,4454.972103004291845493,466,67,2076017.00,364,78.11,111.85,37.40
6-September-2016,4465.00,4499.00,4380.00,4431.70,4446.504492939666238767,779,121,3463827.00,592,75.99,119.00,-33.30
2-September-2016,4465.00,4500.00,4405.60,4480.30,4472.567065073041168658,753,126,3367843.00,524,69.59,94.40,15.30
1-September-2016,4350.00,4540.00,4305.00,4414.30,4405.918624161073825503,1192,242,5251855.00,796,66.78,235.00,64.30
31-August-2016,4397.25,4418.50,4340.00,4371.10,4366.696275071633237822,698,91,3047954.00,542,77.65,78.50,-26.15
30-August-2016,4298.00,4466.00,4285.00,4313.05,4354.729760547320410490,877,146,3819098.00,626,71.38,181.00,15.05
29-August-2016,4250.00,4350.00,4240.00,4341.15,4287.786231884057971014,552,80,2366858.00,484,87.68,110.00,91.15
26-August-2016,4374.75,4374.75,4242.00,4257.10,4264.145833333333333333,1104,169,4707617.00,812,73.55,132.75,-117.65
25-August-2016,4379.95,4379.95,4310.00,4310.75,4325.681293302540415704,433,68,1873020.00,380,87.76,69.95,-69.20
24-August-2016,4351.00,4410.00,4311.00,4318.95,4346.470820969337289812,1011,144,4394282.00,564,55.79,99.00,-32.05
23-August-2016,4370.00,4399.00,4280.00,4346.90,4345.100000000000000000,570,82,2476707.00,372,65.26,119.00,-23.10
22-August-2016,4448.70,4448.70,4311.00,4321.65,4365.853474320241691842,662,129,2890195.00,448,67.67,137.70,-127.05
19-August-2016,4325.00,4498.00,4325.00,4386.65,4426.287045666356011183,1073,179,4749406.00,548,51.07,173.00,61.65
