Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-December-2016,173.00,174.90,169.10,170.90,171.892053973013493253,5336,208,917216.00,3027,56.73,5.80,-2.10
29-December-2016,176.00,178.00,168.00,170.90,172.942672666797104284,10222,462,1767820.00,6262,61.26,10.00,-5.10
28-December-2016,156.00,175.95,156.00,171.35,168.580365296803652968,10950,412,1845955.00,4610,42.10,19.95,15.35
27-December-2016,149.05,160.00,148.00,153.40,151.403934700711594809,2389,252,361704.00,1304,54.58,12.00,4.35
26-December-2016,155.00,156.50,148.00,149.90,151.214007149821254468,6154,424,930571.00,2284,37.11,8.50,-5.10
23-December-2016,160.00,174.50,155.00,155.50,157.374929189932831593,12357,602,1944682.00,5717,46.27,19.50,-4.50
22-December-2016,172.25,172.25,160.20,161.05,163.325810091891020473,6203,301,1013110.00,3500,56.42,12.05,-11.20
21-December-2016,170.60,175.95,166.25,169.30,171.875484871993793638,2578,228,443095.00,1260,48.88,9.70,-1.30
20-December-2016,174.70,176.95,172.05,173.95,175.216706380725443473,7554,321,1323587.00,4874,64.52,4.90,-0.75
19-December-2016,172.90,175.00,172.45,174.00,173.934122287968441814,5070,220,881846.00,3615,71.30,2.55,1.10
16-December-2016,169.75,173.50,166.00,171.90,169.520732722731057452,6005,279,1017972.00,2535,42.21,7.50,2.15
15-December-2016,170.00,172.50,166.00,168.80,169.610872278463458604,7211,334,1223064.00,2901,40.23,6.50,-1.20
14-December-2016,167.00,176.00,167.00,172.95,172.531500572737686139,6111,312,1054340.00,2929,47.93,9.00,5.95
13-December-2016,174.00,187.80,163.60,170.70,177.042268220560097408,34494,1002,6106896.00,15580,45.17,24.20,-3.30
12-December-2016,795.60,814.90,786.30,802.65,801.759384471904872930,4289,259,3438746.00,2553,59.52,28.60,7.05
9-December-2016,784.00,798.90,780.00,795.60,791.822902796271637816,1502,233,1189318.00,600,39.95,18.90,11.60
8-December-2016,760.00,795.00,760.00,785.30,785.859424920127795527,313,70,245974.00,152,48.56,35.00,25.30
7-December-2016,794.05,796.00,760.00,766.20,771.086956521739130434,690,74,532050.00,391,56.67,36.00,-27.85
6-December-2016,790.00,799.00,783.10,794.15,792.912307692307692307,650,60,515393.00,491,75.54,15.90,4.15
