Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
30-December-2016,91.00,93.55,90.25,90.60,90.652798789712556732,6610,49,599215.00,5686,86.02,3.30,-0.40
29-December-2016,92.25,94.70,91.80,92.05,92.484807101399795151,5858,25,541776.00,4853,82.84,2.90,-0.20
28-December-2016,93.65,93.65,92.00,93.65,93.360843373493975903,1660,12,154979.00,1610,96.99,1.65,0.00
27-December-2016,91.95,92.00,91.85,91.85,91.888681010289990645,1069,11,98229.00,1069,100.00,0.15,-0.10
26-December-2016,93.70,93.70,93.70,93.70,93.700000000000000000,1300,13,121810.00,1211,93.15,0.00,0.00
23-December-2016,95.65,95.65,95.60,95.60,95.611002391824309632,4599,20,439715.00,4200,91.32,0.05,-0.05
22-December-2016,97.55,100.80,97.55,97.55,97.905550952775476387,9656,43,945376.00,8185,84.77,3.25,0.00
21-December-2016,98.25,102.00,98.25,99.50,99.529896907216494845,485,11,48272.00,260,53.61,3.75,1.25
20-December-2016,100.90,101.40,100.25,100.25,100.621812349639133921,6235,30,627377.00,6225,99.84,1.15,-0.65
19-December-2016,102.30,105.45,102.25,102.25,102.403472222222222222,1440,9,147461.00,725,50.35,3.20,-0.05
16-December-2016,103.80,106.00,103.60,104.30,104.147233653406492912,2187,37,227770.00,1750,80.02,2.40,0.50
15-December-2016,105.00,105.70,101.60,105.70,103.669489658548525272,40855,112,4235417.00,6974,17.07,4.10,0.70
14-December-2016,105.55,105.55,101.45,103.65,104.950314218381775333,5092,58,534407.00,3481,68.36,4.10,-1.90
13-December-2016,101.85,103.50,101.85,103.50,103.122107969151670951,2334,18,240687.00,2330,99.83,1.65,1.65
12-December-2016,100.00,101.50,98.10,101.50,100.591664319909884539,3551,20,357201.00,3451,97.18,3.40,1.50
9-December-2016,100.00,100.00,99.50,99.90,99.962290152843898772,7982,35,797899.00,6982,87.47,0.50,-0.10
8-December-2016,100.40,100.40,99.95,100.00,100.013712471131639722,6928,14,692895.00,6926,99.97,0.45,-0.40
7-December-2016,100.00,100.00,98.45,98.45,98.901830282861896838,1202,32,118880.00,1201,99.92,1.55,-1.55
6-December-2016,98.05,101.00,98.00,100.45,99.505550269584522676,3153,40,313741.00,1412,44.78,3.00,2.40
5-December-2016,96.05,99.70,96.05,99.70,99.217821782178217821,808,8,80168.00,454,56.19,3.65,3.65
2-December-2016,97.15,99.00,97.15,97.85,97.486725663716814159,452,11,44064.00,352,77.88,1.85,0.70
1-December-2016,96.10,99.95,96.10,99.10,99.216818642350557244,987,20,97927.00,910,92.20,3.85,3.00
30-November-2016,98.00,100.00,97.45,98.00,98.553656220322886989,1053,29,103777.00,813,77.21,2.55,0.00
29-November-2016,99.85,99.85,97.30,99.40,99.550539615688339036,7598,53,756385.00,6089,80.14,2.55,-0.45
28-November-2016,94.10,97.90,94.10,97.90,96.489444517746404538,15158,54,1462587.00,10144,66.92,3.80,3.80
25-November-2016,95.10,98.80,95.10,96.00,95.553748035862833903,21638,116,2067592.00,16887,78.04,3.70,0.90
24-November-2016,97.00,97.00,97.00,97.00,97.000000000000000000,2059,13,199723.00,2059,100.00,0.00,0.00
23-November-2016,98.95,102.70,98.95,98.95,99.357949912638322655,8585,60,852988.00,7308,85.13,3.75,0.00
22-November-2016,100.95,100.95,100.95,100.95,100.948275862068965517,116,5,11710.00,116,100.00,0.00,0.00
21-November-2016,103.00,103.00,103.00,103.00,103.000000000000000000,232,8,23896.00,232,100.00,0.00,0.00
18-November-2016,105.10,105.10,105.10,105.10,105.100000000000000000,380,4,39938.00,380,100.00,0.00,0.00
17-November-2016,107.20,107.20,107.20,107.20,107.199513381995133819,411,5,44059.00,411,100.00,0.00,0.00
16-November-2016,109.35,109.35,109.35,109.35,109.349462365591397849,744,8,81356.00,744,100.00,0.00,0.00
15-November-2016,111.55,111.55,111.55,111.55,111.549534292972057578,1181,3,131740.00,1181,100.00,0.00,0.00
11-November-2016,113.85,113.90,113.80,113.80,113.812992470670635615,5711,15,649986.00,4711,82.49,0.10,-0.05
10-November-2016,120.00,120.45,115.85,116.10,117.611593617451019995,4951,44,582295.00,3648,73.68,4.60,-3.90
9-November-2016,118.20,118.20,118.20,118.20,118.200000000000000000,140,3,16548.00,140,100.00,0.00,0.00
8-November-2016,122.60,122.60,117.80,120.60,120.347746405123454303,49654,219,5975747.00,30245,60.91,4.80,-2.00
7-November-2016,119.00,120.20,119.00,120.20,120.077878103837471783,3544,24,425556.00,3543,99.97,1.20,1.20
4-November-2016,122.20,122.65,117.85,117.85,119.011470708725931995,2441,30,290507.00,2306,94.47,4.80,-4.35
3-November-2016,117.05,120.25,117.05,120.25,119.178007290400972053,4938,41,588501.00,3311,67.05,3.20,3.20
2-November-2016,120.00,122.05,117.45,117.90,120.336945690084703537,8028,68,966065.00,5636,70.20,4.60,-2.10
1-November-2016,117.00,119.75,117.00,119.70,119.710086299892125134,3708,27,443885.00,2305,62.16,2.75,2.70
30-October-2016,116.55,117.95,114.05,117.45,117.540111799365463060,6619,29,777998.00,6558,99.08,3.90,0.90
28-October-2016,114.20,118.20,114.20,115.65,117.189338235294117647,1632,18,191253.00,1630,99.88,4.00,1.45
27-October-2016,116.05,118.00,115.80,116.40,116.106624158696422245,5646,33,655538.00,3294,58.34,2.20,0.35
26-October-2016,121.40,121.40,116.85,118.15,120.032367504126169081,10906,76,1309073.00,6893,63.20,4.55,-3.25
25-October-2016,119.20,119.20,119.20,119.20,119.200000000000000000,4195,17,500044.00,4195,100.00,0.00,0.00
24-October-2016,117.10,117.10,112.75,116.90,115.800281070187998833,37713,172,4367176.00,14200,37.65,4.35,-0.20
21-October-2016,114.85,114.85,114.85,114.85,114.849986641731231632,7486,12,859767.00,7486,100.00,0.00,0.00
20-October-2016,108.85,112.60,108.85,112.60,112.234664070107108081,1027,11,115265.00,926,90.17,3.75,3.75
19-October-2016,114.00,114.35,109.95,110.40,110.608395743003547497,5074,38,561227.00,4871,96.00,4.40,-3.60
18-October-2016,111.25,114.00,111.20,112.15,111.767186840995360607,7113,54,795000.00,4241,59.62,2.80,0.90
17-October-2016,113.45,117.25,113.45,113.45,113.861289031224979983,4996,38,568851.00,3207,64.19,3.80,0.00
14-October-2016,117.35,117.35,114.00,115.75,116.526085689303410084,3431,41,399801.00,2887,84.14,3.35,-1.60
13-October-2016,116.75,116.75,114.40,115.05,116.632993577213068975,14324,119,1670651.00,9438,65.89,2.35,-1.70
10-October-2016,114.50,114.50,112.10,114.50,114.447757454272112252,3991,39,456761.00,3988,99.92,2.40,0.00
7-October-2016,109.10,113.45,109.05,112.30,110.840144852560786342,5799,61,642762.00,3948,68.08,4.40,3.20
6-October-2016,114.00,115.00,111.25,111.25,111.988932971392775109,4789,39,536315.00,4638,96.85,3.75,-2.75
5-October-2016,112.15,116.50,112.15,113.50,115.333685099197973828,4738,39,546451.00,3125,65.96,4.35,1.35
5-October-2016,112.15,116.50,112.15,113.50,115.333685099197973828,4738,39,546451.00,3125,65.96,4.35,1.35
4-October-2016,116.55,116.65,114.25,114.25,114.749678709124660859,7003,62,803592.00,5888,84.08,2.40,-2.30
3-October-2016,112.10,116.55,112.05,116.55,115.003337213814512999,12885,75,1481818.00,9964,77.33,4.50,4.45
30-September-2016,114.30,115.95,114.30,114.30,114.465000000000000000,5000,53,572325.00,3500,70.00,1.65,0.00
29-September-2016,121.25,121.30,116.60,116.60,117.469116360454943132,5715,46,671336.00,5115,89.50,4.70,-4.65
28-September-2016,119.00,123.00,118.40,118.95,119.987761194029850746,3350,36,401959.00,2401,71.67,4.60,-0.05
27-September-2016,123.85,124.75,119.95,120.80,121.475178381660847123,6587,90,800157.00,4349,66.02,4.80,-3.05
26-September-2016,122.40,122.40,120.00,122.35,122.371280307250285848,34109,167,4173962.00,19130,56.08,2.40,-0.05
23-September-2016,120.00,120.00,120.00,120.00,120.000000000000000000,6655,16,798600.00,6655,100.00,0.00,0.00
22-September-2016,114.05,117.65,113.10,117.65,115.888539042821158690,3176,40,368062.00,2331,73.39,4.55,3.60
21-September-2016,118.00,119.90,115.20,115.35,116.507033109716511577,4621,48,538379.00,3473,75.16,4.70,-2.65
20-September-2016,121.00,121.00,117.55,117.55,118.594791035735917625,3302,21,391600.00,2800,84.80,3.45,-3.45
19-September-2016,120.00,122.20,117.50,119.90,119.023452768729641693,3070,55,365402.00,2186,71.21,4.70,-0.10
16-September-2016,122.25,123.95,119.85,119.85,121.817530487804878048,6560,122,799123.00,6178,94.18,4.10,-2.40
15-September-2016,121.05,122.90,119.00,122.25,122.690381236578631787,35857,184,4399309.00,27926,77.88,3.90,1.20
14-September-2016,116.25,120.70,116.10,120.50,119.304897446630389284,11945,187,1425097.00,8934,74.79,4.60,4.25
12-September-2016,118.35,118.35,118.35,118.35,118.349646821392532795,1982,16,234569.00,1982,100.00,0.00,0.00
9-September-2016,122.05,122.05,120.75,120.75,121.038554605581545410,6199,78,750318.00,5192,83.76,1.30,-1.30
8-September-2016,123.05,125.00,122.65,123.20,122.875299760191846522,6255,72,768585.00,4692,75.01,2.35,0.15
7-September-2016,124.60,127.00,124.50,125.15,125.110719162494310423,8788,97,1099473.00,6682,76.04,2.50,0.55
6-September-2016,131.10,131.10,126.00,127.00,128.798257601639904338,40978,309,5277895.00,13295,32.44,5.10,-4.10
2-September-2016,123.55,128.55,123.55,128.55,126.258122131536705025,132693,587,16753569.00,62260,46.92,5.00,5.00
1-September-2016,126.05,126.05,126.05,126.05,126.050000000000000000,100,1,12605.00,100,100.00,0.00,0.00
31-August-2016,128.60,128.60,128.60,128.60,128.500000000000000000,2,2,257.00,2,100.00,0.00,0.00
30-August-2016,131.20,131.20,131.20,131.20,131.176470588235294117,17,4,2230.00,17,100.00,0.00,0.00
29-August-2016,133.85,133.85,133.85,133.85,133.848605577689243027,251,4,33596.00,251,100.00,0.00,0.00
26-August-2016,142.05,142.05,136.55,136.55,140.921694209430431459,37941,122,5346710.00,30683,80.87,5.50,-5.50
25-August-2016,139.30,139.30,139.30,139.30,139.299896739932143383,6779,19,944314.00,6779,100.00,0.00,0.00
24-August-2016,136.60,136.60,136.60,136.60,136.599798132727731516,3963,20,541345.00,3962,99.97,0.00,0.00
23-August-2016,133.95,133.95,133.95,133.95,133.950000000000000000,8080,28,1082316.00,8080,100.00,0.00,0.00
