Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-June-2017,170.30,177.80,170.00,177.30,175.552807954022204410,58637,921,10293890.00,19860,33.87,7.80,7.00
31-May-2017,172.70,173.00,169.50,170.15,171.199739668076797917,15365,223,2630484.00,7346,47.81,3.50,-2.55
30-May-2017,171.00,172.45,169.20,170.35,171.008136770890473578,10938,241,1870487.00,4814,44.01,3.25,-0.65
29-May-2017,173.95,173.95,169.35,169.90,170.261275815395363052,22903,285,3899494.00,8629,37.68,4.60,-4.05
26-May-2017,174.50,174.50,170.00,170.30,171.474683711470906737,37861,536,6492203.00,18235,48.16,4.50,-4.20
25-May-2017,173.95,175.75,171.30,173.75,173.520052508907761138,37327,580,6476983.00,11088,29.71,4.45,-0.20
24-May-2017,172.80,174.15,169.20,171.85,170.859562455892731122,34008,581,5810592.00,16952,49.85,4.95,-0.95
23-May-2017,174.05,174.05,169.50,171.30,170.811442577868117414,33454,636,5714326.00,12224,36.54,4.55,-2.75
22-May-2017,175.20,176.00,171.45,173.55,173.031003306119695027,29642,559,5128985.00,12226,41.25,4.55,-1.65
19-May-2017,174.70,175.55,171.10,173.65,173.118385525400139178,35925,592,6219278.00,11948,33.26,4.45,-1.05
18-May-2017,171.50,173.75,170.00,172.45,171.707300777453838678,32928,595,5653978.00,13319,40.45,3.75,0.95
17-May-2017,175.75,176.00,171.10,171.70,172.138371150729335494,34552,791,5947725.00,15610,45.18,4.90,-4.05
16-May-2017,176.55,178.65,174.00,175.50,176.245907320951662555,49051,601,8645038.00,15897,32.41,4.65,-1.05
15-May-2017,173.25,177.65,172.80,176.90,176.305573863940003918,56137,851,9897266.00,24912,44.38,4.85,3.65
12-May-2017,177.55,178.65,172.00,173.10,174.218311168976099693,43012,582,7493478.00,20808,48.38,6.65,-4.45
11-May-2017,178.80,181.75,174.60,177.55,179.238478628258929419,52663,942,9439236.00,16077,30.53,7.15,-1.25
10-May-2017,172.20,181.50,171.20,178.95,177.647975278854776174,155009,1667,27537035.00,50678,32.69,10.30,6.75
9-May-2017,175.30,177.55,170.10,171.55,173.977375663201483845,46366,662,8066635.00,23254,50.15,7.45,-3.75
8-May-2017,182.00,183.65,173.40,174.45,177.553967488061762699,60101,965,10671171.00,34829,57.95,10.25,-7.55
5-May-2017,184.10,185.50,181.00,182.95,183.649395279450157174,37538,601,6893831.00,13164,35.07,4.50,-1.15
