Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-June-2017,139.00,139.60,136.80,138.55,138.321632128253238344,763739,4295,105641625.00,148335,19.42,2.80,-0.45
31-May-2017,140.40,142.00,138.10,138.50,139.696613464103214209,970254,5978,135541198.00,222826,22.97,3.90,-1.90
30-May-2017,146.70,146.90,133.65,140.00,139.452525464443607338,3612979,22977,503839046.00,601539,16.65,13.25,-6.70
29-May-2017,159.55,160.40,152.80,153.30,156.188687096926046226,1062150,9128,165895814.00,255492,24.05,7.60,-6.25
26-May-2017,152.00,160.50,152.00,158.40,154.059110038851898745,2857518,5685,440226680.00,1873166,65.55,8.50,6.40
25-May-2017,151.05,153.70,149.75,151.60,151.716024888102432479,4358227,2552,661212876.00,4024034,92.33,3.95,0.55
24-May-2017,156.00,157.50,148.90,150.05,153.254030106785517881,974664,3824,149371186.00,435727,44.71,8.60,-5.95
23-May-2017,161.50,161.95,154.85,155.95,157.236412964949350885,588263,3254,92496364.00,112531,19.13,7.10,-5.55
22-May-2017,165.10,166.25,161.00,161.75,163.898829532883702672,280230,1745,45929369.00,57010,20.34,5.25,-3.35
19-May-2017,167.70,168.05,162.30,164.10,165.001242148682853660,469348,2600,77443003.00,81273,17.32,5.75,-3.60
18-May-2017,168.00,170.00,163.50,164.60,166.594578092871289626,396355,2580,66030594.00,129617,32.70,6.50,-3.40
17-May-2017,170.15,173.20,170.15,170.90,171.647308740151682497,271620,1788,46622842.00,62572,23.04,3.05,0.75
16-May-2017,171.65,171.85,168.75,170.55,170.439942627929815547,373701,2277,63693577.00,74977,20.06,3.10,-1.10
15-May-2017,171.00,173.75,171.00,172.00,172.188340020669129333,370601,1376,63813171.00,177061,47.78,2.75,1.00
12-May-2017,174.50,174.70,170.45,171.10,171.812013708874895369,493403,1964,84772563.00,128659,26.08,4.25,-3.40
11-May-2017,177.50,178.45,173.85,174.25,175.915750578621628227,662782,1719,116593793.00,369132,55.69,4.60,-3.25
10-May-2017,177.10,179.05,176.15,177.50,177.684826151279123967,296062,1908,52605725.00,55598,18.78,2.90,0.40
9-May-2017,175.70,178.40,175.60,176.80,177.214555604634207347,375814,2630,66599711.00,82315,21.90,2.80,1.10
8-May-2017,172.55,177.10,171.25,175.75,174.710997213396053973,491279,2615,85831844.00,128492,26.15,5.85,3.20
5-May-2017,174.70,175.15,171.30,172.55,173.026328742819433776,369748,1761,63976139.00,99791,26.99,3.85,-2.15
4-May-2017,174.60,175.75,172.55,174.30,174.340935442728127697,310484,1835,54130071.00,62637,20.17,3.20,-0.30
3-May-2017,176.00,177.35,173.50,174.10,175.392383905916468645,297948,1615,52257810.00,54101,18.16,3.85,-1.90
