Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-June-2017,2890.00,2890.00,2831.90,2862.20,2867.295296167247386759,1148,349,3291655.00,438,38.15,58.10,-27.80
31-May-2017,2799.00,2900.00,2783.80,2849.80,2852.060431015329926682,4501,1077,12837124.00,1269,28.19,116.20,50.80
30-May-2017,2742.20,2794.00,2735.00,2770.85,2757.508748317631224764,743,177,2048829.00,452,60.83,59.00,28.65
29-May-2017,2773.95,2830.00,2740.00,2747.40,2781.564122137404580152,1310,471,3643849.00,542,41.37,90.00,-26.55
26-May-2017,2768.80,2793.60,2745.00,2759.15,2771.262056414922656960,1099,282,3045617.00,260,23.66,48.60,-9.65
25-May-2017,2699.00,2780.00,2668.00,2750.20,2748.967187500000000000,2560,551,7037356.00,853,33.32,112.00,51.20
24-May-2017,2780.00,2804.00,2669.00,2688.50,2708.437959784207945071,2039,474,5522505.00,836,41.00,135.00,-91.50
23-May-2017,2795.00,2799.90,2725.00,2761.20,2759.092139902218879277,2659,756,7336426.00,1012,38.06,74.90,-33.80
22-May-2017,2839.35,2839.40,2751.10,2791.20,2795.026661360923199363,2513,559,7023902.00,967,38.48,88.30,-48.15
19-May-2017,2839.00,2887.00,2750.00,2782.30,2806.798491379310344827,3712,985,10418836.00,1293,34.83,137.00,-56.70
18-May-2017,2842.90,2889.60,2781.00,2798.10,2833.850981287083523505,4382,976,12417935.00,1257,28.69,108.60,-44.80
17-May-2017,2775.00,2950.00,2750.00,2878.10,2891.461804671993485673,19649,4210,56814333.00,3767,19.17,200.00,103.10
16-May-2017,2731.75,2795.00,2725.45,2775.65,2760.391983695652173913,4416,825,12189891.00,2283,51.70,69.55,43.90
15-May-2017,2689.00,2725.00,2669.25,2719.10,2703.208824335434365579,3649,673,9864009.00,1843,50.51,55.75,30.10
12-May-2017,2665.15,2685.00,2641.90,2668.60,2670.087272727272727272,2475,437,6608466.00,873,35.27,43.10,3.45
11-May-2017,2664.10,2674.00,2607.50,2665.35,2645.663163426169206516,1903,514,5034697.00,775,40.73,66.50,1.25
10-May-2017,2604.85,2671.95,2569.65,2664.10,2632.232193732193732193,4914,588,12934789.00,3681,74.91,102.30,59.25
9-May-2017,2595.00,2605.75,2577.00,2597.05,2593.256220578345662407,1487,188,3856172.00,1089,73.23,28.75,2.05
8-May-2017,2620.00,2640.00,2580.00,2585.50,2606.726581657675331044,4078,587,10630231.00,1302,31.93,60.00,-34.50
5-May-2017,2589.00,2628.10,2530.00,2575.10,2606.615575643190622827,10067,804,26240799.00,6397,63.54,98.10,-13.90
4-May-2017,2545.00,2585.00,2517.00,2568.35,2540.517057253040640759,3371,620,8564083.00,2000,59.33,68.00,23.35
3-May-2017,2559.90,2560.05,2525.50,2546.25,2545.437299035369774919,933,245,2374893.00,526,56.38,34.55,-13.65
2-May-2017,2584.00,2585.50,2546.05,2557.15,2565.736517719568567026,649,178,1665163.00,381,58.71,39.45,-26.85
28-April-2017,2562.00,2576.00,2560.00,2563.90,2567.904420549581839904,837,143,2149336.00,384,45.88,16.00,1.90
27-April-2017,2570.10,2580.00,2548.00,2561.90,2562.377847604084838963,1273,204,3261907.00,725,56.95,32.00,-8.20
26-April-2017,2592.60,2592.60,2570.00,2575.25,2581.457547169811320754,1060,161,2736345.00,697,65.75,22.60,-17.35
25-April-2017,2575.00,2590.90,2570.00,2579.65,2579.421467764060356652,2916,307,7521593.00,1982,67.97,20.90,4.65
24-April-2017,2569.00,2585.00,2559.95,2572.95,2575.096039603960396039,3030,470,7802541.00,1655,54.62,25.05,3.95
21-April-2017,2545.00,2549.95,2524.00,2538.00,2540.783513738551207327,1201,297,3051481.00,667,55.54,25.95,-7.00
20-April-2017,2512.80,2550.00,2507.00,2516.00,2530.022187004754358161,1893,335,4789332.00,941,49.71,43.00,3.20
19-April-2017,2524.90,2528.70,2493.05,2511.05,2513.658362989323843416,843,173,2119014.00,371,44.01,35.65,-13.85
18-April-2017,2549.90,2555.00,2500.00,2508.45,2539.421901242861941551,2977,312,7559859.00,1976,66.38,55.00,-41.45
17-April-2017,2500.00,2549.00,2497.60,2538.00,2524.723662618969478175,3047,373,7692833.00,1830,60.06,51.40,38.00
13-April-2017,2483.50,2525.00,2483.50,2500.05,2502.979322822434737658,7738,379,19368054.00,6405,82.77,41.50,16.55
12-April-2017,2500.00,2504.20,2478.50,2491.60,2488.118374558303886925,1132,158,2816550.00,789,69.70,25.70,-8.40
11-April-2017,2475.00,2513.95,2475.00,2502.50,2498.205405405405405405,555,114,1386504.00,336,60.54,38.95,27.50
10-April-2017,2455.05,2530.00,2455.05,2499.00,2497.308462694041061592,1997,450,4987125.00,622,31.15,74.95,43.95
7-April-2017,2490.90,2525.00,2400.00,2482.60,2482.032060027285129604,1466,280,3638659.00,542,36.97,125.00,-8.30
6-April-2017,2517.55,2525.80,2483.00,2485.20,2500.832288401253918495,2552,450,6382124.00,473,18.53,42.80,-32.35
5-April-2017,2559.00,2559.00,2495.00,2507.50,2514.095629597576806577,2311,498,5810075.00,1010,43.70,64.00,-51.50
3-April-2017,2540.00,2618.00,2501.25,2522.40,2561.126413940690920207,6542,773,16754889.00,2791,42.66,116.75,-17.60
31-March-2017,2518.00,2549.00,2505.00,2532.90,2529.501937984496124031,1548,282,3915669.00,820,52.97,44.00,14.90
30-March-2017,2509.00,2540.00,2470.00,2496.60,2493.963663514186162269,2009,264,5010373.00,1209,60.18,70.00,-12.40
29-March-2017,2513.65,2522.00,2493.00,2500.55,2506.695340501792114695,1116,272,2797472.00,602,53.94,29.00,-13.10
28-March-2017,2521.15,2550.50,2480.00,2510.45,2521.133918770581778265,4555,701,11483765.00,1878,41.23,70.50,-10.70
27-March-2017,2508.15,2550.00,2490.05,2501.00,2515.565377985717803496,4061,708,10215711.00,1729,42.58,59.95,-7.15
24-March-2017,2526.45,2526.45,2495.30,2500.85,2508.067661161427810335,1877,245,4707643.00,1219,64.94,31.15,-25.60
23-March-2017,2510.05,2520.00,2510.00,2515.15,2515.428184281842818428,1476,235,3712772.00,1077,72.97,10.00,5.10
22-March-2017,2524.95,2527.45,2502.50,2515.65,2513.681491170699803793,1529,235,3843419.00,1089,71.22,24.95,-9.30
21-March-2017,2445.00,2530.00,2445.00,2508.85,2512.931042598258413744,4249,528,10677444.00,2614,61.52,85.00,63.85
20-March-2017,2513.80,2539.00,2510.00,2515.15,2519.374114616870573084,1553,330,3912588.00,788,50.74,29.00,1.35
17-March-2017,2520.00,2530.05,2485.00,2521.05,2513.201227830832196452,1466,267,3684353.00,682,46.52,45.05,1.05
16-March-2017,2535.00,2570.00,2500.00,2504.85,2527.862909090909090909,2750,358,6951623.00,1373,49.93,70.00,-30.15
15-March-2017,2500.00,2550.00,2484.45,2532.20,2528.001529519730804527,3269,521,8264037.00,1373,42.00,65.55,32.20
14-March-2017,2525.00,2532.00,2475.55,2504.15,2499.271975630983463881,2298,344,5743327.00,1333,58.01,56.45,-20.85
10-March-2017,2520.00,2530.00,2481.90,2498.90,2501.942451420029895366,1338,196,3347599.00,921,68.83,48.10,-21.10
9-March-2017,2480.35,2525.00,2465.50,2498.70,2502.980463980463980463,3276,441,8199764.00,1488,45.42,59.50,18.35
