Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-June-2017,1325.00,1386.00,1325.00,1371.25,1366.674108690736413657,66335,3345,90658327.00,10129,15.27,61.00,46.25
31-May-2017,1324.00,1340.40,1313.50,1334.60,1331.413281250000000000,28160,1529,37492598.00,5264,18.69,26.90,10.60
30-May-2017,1330.10,1333.00,1293.00,1311.00,1310.591841438119382346,43390,2929,56866580.00,8434,19.44,40.00,-19.10
29-May-2017,1354.50,1367.80,1326.00,1333.60,1339.128990869487378409,33514,1600,44879569.00,8218,24.52,41.80,-20.90
26-May-2017,1337.50,1369.45,1337.50,1359.30,1354.820603533598669109,47487,2576,64336366.00,9593,20.20,31.95,21.80
25-May-2017,1329.00,1347.50,1311.50,1329.70,1331.083046029153813584,66132,3886,88027184.00,11416,17.26,36.00,0.70
24-May-2017,1451.80,1451.80,1287.50,1327.10,1356.859381704204149606,137507,8258,186577663.00,26912,19.57,164.30,-124.70
23-May-2017,1524.25,1525.50,1440.00,1451.65,1477.426092227560504692,44542,3395,65807513.00,12722,28.56,85.50,-72.60
22-May-2017,1560.75,1565.00,1522.95,1526.65,1540.828005849785856053,19146,1230,29500693.00,4477,23.38,42.05,-34.10
19-May-2017,1555.00,1580.00,1540.05,1549.20,1557.480200866331889446,26087,1317,40629986.00,4475,17.15,39.95,-5.80
18-May-2017,1545.25,1592.00,1538.50,1553.05,1569.199252003004506760,63904,2929,100278109.00,9212,14.42,53.50,7.80
17-May-2017,1565.45,1574.00,1551.30,1562.60,1566.032800555941626129,21585,1471,33802818.00,4320,20.01,22.70,-2.85
16-May-2017,1555.95,1582.70,1551.70,1559.90,1564.731861727071749179,29854,1248,46713505.00,5107,17.11,31.00,3.95
15-May-2017,1561.00,1563.00,1542.05,1558.45,1554.399604101106486651,19702,930,30624781.00,4225,21.44,20.95,-2.55
12-May-2017,1534.80,1586.40,1534.80,1550.10,1562.470183781757698569,85373,4057,133392767.00,9813,11.49,51.60,15.30
11-May-2017,1543.65,1547.00,1529.75,1534.80,1536.374904434250764525,20928,1036,32153254.00,5002,23.90,17.25,-8.85
10-May-2017,1539.55,1550.70,1528.00,1537.35,1539.745431339560248303,17237,791,26540592.00,4248,24.64,22.70,-2.20
9-May-2017,1538.55,1548.90,1532.15,1540.70,1540.682136404697380307,17712,878,27288562.00,3919,22.13,16.75,2.15
8-May-2017,1544.75,1546.05,1528.00,1529.45,1534.296111921723457213,11651,718,17876084.00,2989,25.65,18.05,-15.30
5-May-2017,1547.95,1560.00,1539.10,1542.80,1547.134231914786208289,19809,1176,30647182.00,4365,22.04,20.90,-5.15
4-May-2017,1534.65,1568.00,1534.65,1549.90,1551.389723502304147465,43400,3049,67330314.00,7984,18.40,33.35,15.25
3-May-2017,1536.80,1558.00,1526.00,1531.15,1542.198264931598264931,44955,2285,69329523.00,8047,17.90,32.00,-5.65
2-May-2017,1520.00,1534.00,1511.15,1527.65,1522.214890701874571837,32114,1632,48884409.00,8278,25.78,22.85,7.65
28-April-2017,1539.80,1539.80,1505.50,1511.65,1517.670638464114298470,35836,2447,54387245.00,11300,31.53,34.30,-28.15
27-April-2017,1570.10,1578.00,1514.40,1529.65,1548.520728503361980674,67371,4033,104325390.00,10256,15.22,63.60,-40.45
26-April-2017,1590.00,1597.95,1556.25,1567.05,1578.354412752095093626,40213,1841,63470366.00,5850,14.55,41.70,-22.95
25-April-2017,1594.00,1600.00,1562.20,1587.35,1587.116384756086062868,53031,2729,84166369.00,11049,20.83,37.80,-6.65
24-April-2017,1548.55,1585.00,1544.70,1581.60,1570.961939532774954064,41907,2262,65834302.00,12159,29.01,40.30,33.05
21-April-2017,1551.00,1567.00,1538.00,1542.85,1549.984569706239596922,22229,1283,34454607.00,4145,18.65,29.00,-8.15
