Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-June-2017,85.75,87.50,85.10,87.05,86.858323895809739524,8830,80,766959.00,6234,70.60,2.40,1.30
31-May-2017,85.80,88.65,84.70,85.50,87.138582413908391842,11964,106,1042526.00,7717,64.50,3.95,-0.30
30-May-2017,85.00,88.35,84.20,87.20,86.046969054684188215,11795,188,1014924.00,3869,32.80,4.15,2.20
29-May-2017,90.00,90.05,85.80,86.40,86.962995211144971702,6891,153,599262.00,2176,31.58,4.25,-3.60
26-May-2017,89.00,91.00,88.55,89.50,89.583724202626641651,21320,278,1909925.00,5845,27.42,2.45,0.50
25-May-2017,91.20,91.20,86.70,87.80,88.163482439080196773,26223,345,2311911.00,11402,43.48,4.50,-3.40
24-May-2017,92.00,92.90,89.00,91.60,91.322748887866237152,19557,351,1785999.00,8555,43.74,3.90,-0.40
23-May-2017,98.55,98.80,82.35,90.20,89.896857396128220525,104913,1791,9431349.00,23141,22.06,16.45,-8.35
22-May-2017,96.85,98.90,96.30,97.40,97.126233262861169837,34056,335,3307731.00,11362,33.36,2.60,0.55
19-May-2017,98.60,99.10,95.25,95.85,96.728510144179595523,31003,406,2998874.00,15406,49.69,3.85,-2.75
18-May-2017,101.00,101.00,97.25,97.45,98.101868126349620850,39826,506,3907005.00,22889,57.47,3.75,-3.55
17-May-2017,100.20,103.40,99.50,101.90,102.034853357189487173,82718,1002,8440119.00,24511,29.63,3.90,1.70
16-May-2017,100.50,101.50,99.25,100.00,100.528975480157192671,36134,383,3632514.00,18656,51.63,2.25,-0.50
15-May-2017,99.40,101.65,98.00,100.30,100.322397489366973613,48434,688,4859015.00,13823,28.54,3.65,0.90
12-May-2017,102.00,102.00,97.95,99.30,99.666501404726491489,60510,689,6030820.00,29309,48.44,4.05,-2.70
11-May-2017,103.65,103.65,101.00,101.60,102.478689581410340937,68253,632,6994478.00,30719,45.01,2.65,-2.05
10-May-2017,98.45,103.80,98.00,103.00,102.172167673233825763,156638,1744,16004044.00,53444,34.12,5.80,4.55
9-May-2017,98.85,101.00,97.15,97.85,99.225520616742906496,62522,482,6203778.00,29476,47.15,3.85,-1.00
8-May-2017,99.15,101.00,97.40,98.00,98.694783493170589944,27528,212,2716870.00,13343,48.47,3.60,-1.15
5-May-2017,100.30,100.80,96.10,98.20,98.248622371684951803,60067,703,5901500.00,25554,42.54,4.70,-2.10
4-May-2017,102.50,104.00,100.05,100.60,102.375236823586727052,110842,1195,11347476.00,49085,44.28,3.95,-1.90
3-May-2017,97.35,105.00,95.55,101.90,100.510106382978723404,263200,1836,26454260.00,83306,31.65,9.45,4.55
2-May-2017,96.00,97.00,95.05,95.80,96.057198359594215411,23165,235,2225165.00,9724,41.98,1.95,-0.20
28-April-2017,95.00,97.45,94.90,95.60,96.112744616954874673,50947,547,4896656.00,22715,44.59,2.55,0.60
27-April-2017,94.20,98.00,93.10,94.25,95.832357721428665812,75679,922,7252497.00,22387,29.58,4.90,0.05
26-April-2017,97.20,97.20,93.00,94.30,95.226749137196898390,66933,625,6373812.00,30499,45.57,4.20,-2.90
25-April-2017,98.10,99.05,96.20,96.80,97.952122370936902485,52300,515,5122896.00,20401,39.01,2.85,-1.30
24-April-2017,99.00,99.95,97.55,98.10,98.402940896645771007,94597,814,9308623.00,31782,33.60,2.40,-0.90
21-April-2017,99.00,101.70,96.35,99.10,99.151504099003770320,235789,1871,23378834.00,79900,33.89,5.35,0.10
20-April-2017,99.80,102.40,97.00,98.50,99.275087792315896261,192215,1880,19082161.00,47343,24.63,5.40,-1.30
19-April-2017,95.75,100.25,94.00,99.40,98.221716536151844921,306734,2908,30127940.00,57621,18.79,6.25,3.65
18-April-2017,91.00,104.80,85.30,95.55,94.772042771239559904,2118994,10904,200821390.00,795689,37.55,19.50,4.55
17-April-2017,96.75,98.00,87.10,90.30,90.123191565040176033,2142322,5787,193072896.00,904238,42.21,10.90,-6.45
13-April-2017,91.05,103.40,90.25,96.45,98.370868415666996731,483743,5060,47586219.00,95532,19.75,13.15,5.40
12-April-2017,90.15,92.30,87.00,90.50,89.810877412189365542,28812,369,2587631.00,13047,45.28,5.30,0.35
11-April-2017,92.80,92.80,88.35,89.95,89.712156709618638552,30732,337,2757034.00,16319,53.10,4.45,-2.85
10-April-2017,90.10,92.75,89.50,89.90,90.829074389551391254,14088,205,1279600.00,6139,43.58,3.25,-0.20
7-April-2017,89.20,94.90,88.75,89.35,91.938279054531662155,58003,582,5332696.00,18723,32.28,6.15,0.15
6-April-2017,91.15,91.40,89.50,90.40,90.350583258980205545,30261,271,2734099.00,15705,51.90,1.90,-0.75
5-April-2017,83.25,93.00,83.00,91.50,90.326595729727450346,142286,1670,12852210.00,43840,30.81,10.00,8.25
3-April-2017,83.50,87.20,83.30,84.55,85.316170212765957446,21150,308,1804437.00,8802,41.62,3.90,1.05
31-March-2017,81.50,83.00,81.20,82.75,82.235814163283716734,11085,131,911584.00,6382,57.57,1.80,1.25
30-March-2017,80.65,82.35,80.65,81.25,81.118006304176516942,5076,77,411755.00,3908,76.99,1.70,0.60
29-March-2017,81.00,81.65,79.55,80.05,80.790765171503957783,7580,147,612394.00,5506,72.64,2.10,-0.95
28-March-2017,82.30,83.00,80.50,80.60,81.145710847930977589,248499,467,20164628.00,234681,94.44,2.50,-1.70
27-March-2017,83.00,86.30,80.50,81.55,81.922982470996697434,23618,391,1934857.00,7350,31.12,5.80,-1.45
24-March-2017,81.00,81.45,80.70,80.85,81.050403225806451612,5952,88,482412.00,3713,62.38,0.75,-0.15
23-March-2017,81.50,81.50,80.50,81.20,81.195489976635055270,101862,51,8270735.00,100852,99.01,1.00,-0.30
22-March-2017,80.00,82.30,80.00,81.10,81.552429935971449564,9527,280,776950.00,4919,51.63,2.30,1.10
21-March-2017,80.85,81.30,79.10,80.95,80.911920737906430802,54099,186,4377254.00,50193,92.78,2.20,0.10
20-March-2017,83.50,83.70,81.00,81.20,81.680680437424058323,12345,132,1008348.00,8125,65.82,2.70,-2.30
17-March-2017,82.70,85.70,82.00,83.45,83.952474367022389621,38232,399,3209671.00,10447,27.33,3.70,0.75
16-March-2017,83.90,83.90,81.65,82.00,82.119474908607510800,18054,75,1482585.00,9450,52.34,2.25,-1.90
15-March-2017,84.40,84.40,83.30,83.45,83.796983562108117268,5901,123,494486.00,3515,59.57,1.10,-0.95
14-March-2017,82.05,85.25,81.40,83.70,83.890603775352475525,42698,825,3581961.00,19586,45.87,3.85,1.65
10-March-2017,82.35,83.40,81.00,81.35,82.352669710202461294,20152,333,1659571.00,11238,55.77,2.40,-1.00
