Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-June-2017,733.50,740.80,731.85,736.55,737.153693487980025395,187438,2887,138170614.00,81938,43.71,8.95,3.05
31-May-2017,715.00,737.40,714.00,732.85,727.901324384728126429,150787,4078,109758057.00,43647,28.95,23.40,17.85
30-May-2017,703.10,714.00,696.15,712.25,707.876076872100728959,69414,2093,49136510.00,18746,27.01,17.85,9.15
29-May-2017,707.00,713.00,700.25,701.80,705.855430982123803739,60919,1337,43000007.00,11250,18.47,12.75,-5.20
26-May-2017,686.90,706.90,686.30,703.75,697.678770176012892503,79426,1609,55413834.00,21783,27.43,20.60,16.85
25-May-2017,672.70,690.70,671.40,687.95,682.191410352588147036,53320,1171,36374446.00,12615,23.66,19.30,15.25
24-May-2017,669.55,676.00,667.80,671.50,671.666493878357030015,40512,943,27210553.00,8231,20.32,8.20,1.95
23-May-2017,675.75,679.70,663.00,669.55,670.908418910025864311,65341,2071,43837827.00,17211,26.34,16.70,-6.20
22-May-2017,689.95,690.15,673.00,675.65,679.516244829534065853,54879,1303,37291172.00,11359,20.70,17.15,-14.30
19-May-2017,677.00,690.60,675.60,682.55,681.749815831987075928,77375,1185,52750392.00,10404,13.45,15.00,5.55
18-May-2017,685.00,687.65,672.00,674.65,678.796808745583038869,90560,2066,61471839.00,16164,17.85,15.65,-10.35
17-May-2017,695.05,695.35,687.30,690.35,690.806604085410193693,30254,690,20899663.00,6118,20.22,8.05,-4.70
16-May-2017,686.00,698.75,682.55,695.30,688.270119598086028105,198749,2827,136792998.00,11306,5.69,16.20,9.30
15-May-2017,684.00,687.75,678.90,685.80,682.408152968641770495,116939,1754,79800127.00,6095,5.21,8.85,1.80
12-May-2017,691.75,698.50,677.20,683.15,687.941570030149074643,131679,2335,90587458.00,10338,7.85,21.30,-8.60
