Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1-June-2017,2290.00,2330.00,2265.65,2285.20,2304.037558685446009389,426,126,981520.00,228,53.52,64.35,-4.80
31-May-2017,2233.90,2298.40,2206.00,2263.65,2268.868065967016491754,667,121,1513335.00,384,57.57,92.40,29.75
30-May-2017,2170.00,2221.10,2146.00,2198.65,2181.407894736842105263,152,102,331574.00,40,26.32,75.10,28.65
29-May-2017,2222.60,2228.00,2152.30,2175.30,2201.303030303030303030,99,51,217929.00,57,57.58,75.70,-47.30
26-May-2017,2200.00,2278.00,2160.05,2236.05,2222.142405063291139240,316,94,702197.00,247,78.16,117.95,36.05
25-May-2017,2152.90,2180.00,2135.55,2172.85,2162.337552742616033755,237,67,512474.00,171,72.15,44.45,19.95
24-May-2017,2163.25,2170.00,2135.00,2141.35,2153.063829787234042553,188,75,404776.00,146,77.66,35.00,-21.90
23-May-2017,2140.00,2174.25,2139.00,2165.10,2156.812741312741312741,518,84,1117229.00,264,50.97,35.25,25.10
22-May-2017,2132.90,2230.00,2130.60,2180.30,2189.580000000000000000,250,73,547395.00,115,46.00,99.40,47.40
19-May-2017,2210.00,2210.00,2130.00,2137.05,2162.880239520958083832,167,58,361201.00,92,55.09,80.00,-72.95
18-May-2017,2224.05,2224.05,2160.00,2182.05,2191.610759493670886075,316,142,692549.00,236,74.68,64.05,-42.00
17-May-2017,2264.40,2299.00,2185.00,2270.30,2253.395683453237410071,834,321,1879332.00,470,56.35,114.00,5.90
16-May-2017,2215.60,2331.95,2215.60,2289.80,2278.107797340998922026,2783,718,6339974.00,1117,40.14,116.35,74.20
15-May-2017,2174.00,2244.20,2137.60,2201.95,2160.643840606104757048,27454,157,59318316.00,27220,99.15,106.60,27.95
12-May-2017,2220.00,2220.00,2120.00,2137.05,2140.154910096818810511,723,70,1547332.00,612,84.65,100.00,-82.95
11-May-2017,2099.55,2220.00,2098.00,2177.55,2121.571254224558768306,10652,106,22598977.00,10567,99.20,122.00,78.00
